Sl No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
19098,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2525,2525,2525,20-06-2023
19099,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2541,2741,2641,16-01-2019
19100,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2598,3362,3049,02-09-2020
19101,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1666,800,09-02-2021
19102,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1666,800,18-07-2021
19103,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1666,800,24-01-2021
19104,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1666,1000,13-05-2024
19105,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1666,1000,28-12-2023
19106,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1800,1066,11-02-2024
19107,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1866,1000,18-10-2021
19108,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,1866,1133,30-08-2023
19109,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2333,800,10-01-2022
19110,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2333,1200,19-11-2023
19111,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2333,1333,14-10-2019
19112,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2333,1333,16-10-2019
19113,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2666,1000,19-12-2021
19114,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2666,1200,31-10-2020
19115,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2666,1333,21-10-2020
19116,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2666,1400,23-11-2023
19117,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,2666,1466,24-11-2023
19118,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,4000,2000,30-05-2022
19119,Kolar,Mulabagilu,Tomato,Tomato,FAQ,333,4666,1500,28-11-2021
19120,Kolar,Mulabagilu,Tomato,Tomato,FAQ,334,1000,665,10-09-2019
19121,Kolar,Mulabagilu,Tomato,Tomato,FAQ,334,1333,833,22-09-2019
19122,Kolar,Mulabagilu,Tomato,Tomato,FAQ,334,1665,1000,22-08-2019
19123,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,735,535,20-03-2020
19124,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,866,466,14-02-2020
19125,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,533,18-02-2020
19126,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,03-06-2018
19127,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,13-02-2019
19128,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,19-12-2019
19129,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,22-09-2018
19130,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,24-09-2018
19131,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,27-07-2018
19132,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1000,665,28-01-2020
19133,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1135,735,01-03-2019
19134,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1135,735,18-12-2018
19135,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1200,765,01-08-2018
19136,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1335,835,17-11-2018
19137,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1335,835,25-12-2018
19138,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,1535,935,18-06-2018
19139,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,2000,1165,10-08-2019
19140,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,2335,1335,30-07-2020
19141,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,2665,1335,18-08-2020
19142,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,2665,1500,25-07-2020
19143,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,2666,1333,30-09-2020
19144,Kolar,Mulabagilu,Tomato,Tomato,FAQ,335,3333,1666,02-09-2020
19145,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,1200,666,17-01-2025
19146,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2000,1000,01-10-2022
19147,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2000,1133,02-02-2024
19148,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2000,1133,12-12-2020
19149,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2000,1200,31-05-2024
19150,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2000,1333,30-11-2020
19151,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2333,1200,12-10-2022
19152,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,2500,1066,20-09-2022
19153,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,3000,1000,03-01-2022
19154,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,3333,1533,07-09-2022
19155,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2685,3085,2885,29-10-2022
19156,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2700,2900,2800,06-11-2021
19157,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2746,2946,2846,20-05-2019
19158,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2749,3508,2949,12-09-2022
19159,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2896,3296,3096,26-09-2022
19160,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2996,3607,3494,23-09-2020
19161,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3005,3405,3205,10-11-2021
19162,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3105,3305,3205,15-10-2024
19163,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3245,3807,3411,10-09-2020
19164,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,3471,3671,3571,02-12-2021
19165,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,7208,7608,7408,21-07-2023
19166,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,8606,9006,8806,05-08-2023
19167,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,8851,9051,8951,25-07-2023
19168,Kolar,Chintamani,Tomato,Tomato,FAQ,133,333,200,12-03-2020
19169,Kolar,Chintamani,Tomato,Tomato,FAQ,133,400,266,26-04-2020
19170,Kolar,Chintamani,Tomato,Tomato,FAQ,133,1000,533,28-08-2019
19171,Kolar,Chintamani,Tomato,Tomato,FAQ,133,1200,666,07-09-2021
19172,Kolar,Chintamani,Tomato,Tomato,FAQ,166,533,266,18-05-2020
19173,Kolar,Chintamani,Tomato,Tomato,FAQ,166,600,333,30-08-2018
19174,Kolar,Chintamani,Tomato,Tomato,FAQ,166,933,553,13-08-2018
19175,Kolar,Chintamani,Tomato,Tomato,FAQ,166,1000,586,24-08-2018
19176,Kolar,Chintamani,Tomato,Tomato,FAQ,199,533,333,12-04-2021
19177,Kolar,Chintamani,Tomato,Tomato,FAQ,199,599,266,14-05-2021
19178,Kolar,Chintamani,Tomato,Tomato,FAQ,199,599,333,11-04-2021
19179,Kolar,Chintamani,Tomato,Tomato,FAQ,199,599,333,29-03-2021
19180,Kolar,Chintamani,Tomato,Tomato,FAQ,199,666,399,27-03-2021
19181,Kolar,Chintamani,Tomato,Tomato,FAQ,200,533,333,28-02-2020
19182,Kolar,Chintamani,Tomato,Tomato,FAQ,200,660,460,27-04-2023
19183,Kolar,Chintamani,Tomato,Tomato,FAQ,200,660,460,27-03-2025
19184,Kolar,Chintamani,Tomato,Tomato,FAQ,200,730,460,25-04-2025
19185,Kolar,Chintamani,Tomato,Tomato,FAQ,200,733,466,05-10-2018
19186,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,500,07-09-2018
19187,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,530,14-05-2025
19188,Kolar,Chintamani,Tomato,Tomato,FAQ,200,800,530,23-03-2022
19189,Kolar,Chintamani,Tomato,Tomato,FAQ,200,860,600,01-05-2025
19190,Kolar,Chintamani,Tomato,Tomato,FAQ,200,866,399,02-06-2021
19191,Kolar,Chintamani,Tomato,Tomato,FAQ,200,930,530,21-03-2022
19192,Kolar,Chintamani,Tomato,Tomato,FAQ,200,933,566,10-12-2018
19193,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1000,600,30-04-2023
19194,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1000,660,12-05-2023
19195,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1060,600,25-11-2022
19196,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1260,1000,20-03-2024
19197,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1330,860,08-04-2022
19198,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1333,766,04-08-2018
19199,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1730,1130,29-01-2024
19200,Kolar,Chintamani,Tomato,Tomato,FAQ,200,1933,1000,23-08-2021
19201,Kolar,Chintamani,Tomato,Tomato,FAQ,230,1400,1000,30-04-2024
19202,Kolar,Chintamani,Tomato,Tomato,FAQ,233,800,520,03-02-2019
19203,Kolar,Chintamani,Tomato,Tomato,FAQ,233,800,520,06-02-2019
19204,Kolar,Chintamani,Tomato,Tomato,FAQ,233,866,533,05-12-2018
19205,Kolar,Chintamani,Tomato,Tomato,FAQ,233,1000,620,19-10-2018
19206,Kolar,Chintamani,Tomato,Tomato,FAQ,233,1200,800,03-07-2021
19207,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,3333,1733,05-06-2024
19208,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,3666,1333,06-09-2022
19209,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,4000,1333,15-11-2021
19210,Kolar,Mulabagilu,Tomato,Tomato,FAQ,400,4333,1066,07-11-2021
19211,Kolar,Mulabagilu,Tomato,Tomato,FAQ,466,5333,1666,23-11-2021
19212,Kolar,Mulabagilu,Tomato,Tomato,FAQ,500,1665,1065,31-12-2018
19213,Kolar,Mulabagilu,Tomato,Tomato,FAQ,500,2000,1235,20-07-2018
19214,Kolar,Mulabagilu,Tomato,Tomato,FAQ,500,2400,1435,17-07-2018
19215,Kolar,Mulabagilu,Tomato,Tomato,FAQ,533,2000,1000,23-11-2019
19216,Kolar,Mulabagilu,Tomato,Tomato,FAQ,535,2333,1333,19-06-2020
19217,Kolar,Mulabagilu,Tomato,Tomato,FAQ,600,2133,1333,19-06-2023
19218,Kolar,Mulabagilu,Tomato,Tomato,FAQ,600,3333,1933,26-06-2023
19219,Kolar,Mulabagilu,Tomato,Tomato,FAQ,665,2665,1665,04-06-2019
19220,Kolar,Mulabagilu,Tomato,Tomato,FAQ,665,2665,1665,24-04-2019
19221,Kolar,Mulabagilu,Tomato,Tomato,FAQ,665,3335,2000,02-06-2019
19222,Kolar,Mulabagilu,Tomato,Tomato,FAQ,665,3600,2135,11-05-2019
19223,Kolar,Mulabagilu,Tomato,Tomato,FAQ,666,2333,1533,27-08-2023
19224,Kolar,Mulabagilu,Tomato,Tomato,FAQ,666,2333,1533,28-08-2023
19225,Kolar,Mulabagilu,Tomato,Tomato,FAQ,1000,4000,2500,19-05-2019
19226,Kolar,Mulabagilu,Tomato,Tomato,FAQ,1335,4200,2765,12-06-2019
19227,Kolar,Mulabagilu,Tomato,Tomato,FAQ,2000,4133,3066,11-07-2024
19228,Kolar,Mulabagilu,Tomato,Tomato,FAQ,2000,8000,5000,08-08-2023
19229,Kolar,Mulabagilu,Tomato,Tomato,FAQ,2660,10000,6000,03-08-2023
19230,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,100,300,200,23-04-2021
19231,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,200,400,300,04-06-2021
19232,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,200,400,300,26-04-2023
19233,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,200,400,350,08-04-2021
19234,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,200,400,350,22-07-2022
19235,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,300,400,350,27-08-2018
19236,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,300,500,400,05-09-2019
19237,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,300,500,450,01-06-2021
19238,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,300,500,450,10-02-2020
19239,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,500,450,01-08-2018
19240,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,500,450,15-10-2018
19241,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,500,450,18-02-2019
19242,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,500,15-02-2022
19243,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,500,15-03-2020
19244,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,500,18-11-2022
19245,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,500,22-04-2020
19246,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,500,28-08-2019
19247,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,400,600,550,12-09-2019
19248,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,600,550,05-08-2018
19249,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,07-05-2023
19250,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,10-10-2023
19251,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,11-03-2020
19252,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,14-04-2020
19253,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,15-08-2019
19254,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,18-08-2019
19255,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,20-03-2023
19256,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,20-03-2025
19257,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,600,30-09-2018
19258,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,500,700,650,24-04-2020
19259,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,600,800,700,04-05-2023
19260,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,600,800,700,05-05-2023
19261,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,600,800,700,29-02-2024
19262,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,600,800,700,30-11-2022
19263,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,800,750,25-02-2019
19264,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,800,08-08-2019
19265,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,800,17-03-2019
19266,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,850,07-12-2022
19267,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,850,10-08-2021
19268,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,850,19-11-2020
19269,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,700,900,850,30-07-2021
19270,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,800,31-05-2020
19271,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,900,10-06-2018
19272,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,900,25-03-2019
19273,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,06-07-2022
19274,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,07-02-2022
19275,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,10-09-2021
19276,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,11-03-2021
19277,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,13-03-2023
19278,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,800,1000,950,18-06-2021
19279,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,900,1000,950,16-07-2018
19280,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,900,1100,1000,10-11-2019
19281,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,900,1100,1000,17-05-2023
19282,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,900,1100,1000,21-12-2022
19283,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,900,1100,1000,21-09-2021
19284,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1100,1050,14-11-2018
19285,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1100,1050,20-12-2018
19286,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,01-09-2024
19287,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,05-12-2018
19288,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,13-01-2020
19289,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,14-06-2018
19290,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,26-03-2024
19291,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1100,29-05-2023
19292,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1000,1200,1150,04-12-2020
19293,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1200,01-12-2019
19294,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1200,07-01-2020
19295,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1200,07-10-2020
19296,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1200,13-02-2025
19297,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1200,17-06-2020
19298,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1250,14-12-2020
19299,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1300,1250,20-06-2018
19300,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,24-01-2025
19301,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,27-01-2025
19302,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,28-07-2019
19303,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1350,24-01-2022
19304,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1500,1400,24-01-2019
19305,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,25-01-2023
19306,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,27-10-2022
19307,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,28-09-2021
19308,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1450,19-10-2020
19309,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1400,1600,1500,21-01-2021
19310,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1400,1600,1500,30-09-2020
19311,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1500,1700,1600,11-02-2025
19312,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1600,1800,1700,19-07-2020
19313,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1600,1800,1750,16-10-2019
19314,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1700,1800,1750,21-09-2022
19315,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2000,1900,03-07-2020
19316,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2000,1900,29-12-2023
19317,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2000,1900,31-05-2023
19318,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1900,2100,2000,07-06-2023
19319,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1900,2100,2050,19-08-2020
19320,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2000,2200,2150,25-10-2019
19321,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2100,2300,2200,28-12-2023
19322,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2200,2400,2300,01-01-2024
19323,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2200,2400,2300,27-09-2020
19324,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2300,2500,2400,20-01-2023
19325,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2300,2500,2400,29-09-2022
19326,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2300,2500,2400,31-05-2024
19327,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2300,2500,2450,10-05-2019
19328,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2500,2700,2600,24-08-2020
19329,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2600,2800,2700,06-01-2022
19330,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2600,2800,2700,20-06-2023
19331,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2600,2800,2700,22-09-2024
19332,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3000,3200,3100,29-05-2024
19333,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3100,3300,3200,18-06-2023
19334,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3200,3400,3300,06-10-2022
19335,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3600,3800,3700,05-12-2024
19336,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3800,4000,3900,03-12-2024
19337,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3800,4000,3900,14-06-2022
19338,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3800,4000,3950,11-11-2021
19339,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,4300,4500,4400,15-07-2024
19340,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,4800,5000,4900,17-06-2024
19341,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,4800,5000,4900,24-11-2021
19342,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5000,5200,5100,18-11-2021
19343,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5000,5200,5100,27-05-2022
19344,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5300,5500,5400,27-06-2023
19345,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5300,5500,5400,30-05-2022
19346,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5400,5600,5500,24-06-2024
19347,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,7800,8000,7900,19-07-2023
19348,Mandya,Nagamangala,Tomato,Hybrid,FAQ,6000,6000,6000,09-08-2023
19349,Mandya,Nagamangala,Tomato,Hybrid,FAQ,8300,9000,9000,20-07-2023
19350,Mandya,Nagamangala,Tomato,Hybrid,FAQ,8500,9500,9500,26-07-2023
19351,Mandya,Nagamangala,Tomato,Tomato,FAQ,200,2100,2080,19-06-2023
19352,Mandya,Nagamangala,Tomato,Tomato,FAQ,600,600,600,20-09-2023
19353,Mandya,Nagamangala,Tomato,Tomato,FAQ,1600,1600,1600,14-02-2024
19354,Mandya,Nagamangala,Tomato,Tomato,FAQ,2000,2000,2000,06-04-2024
19355,Mandya,Nagamangala,Tomato,Tomato,FAQ,2000,2000,2000,06-12-2023
19356,Mandya,Nagamangala,Tomato,Tomato,FAQ,2200,2200,2200,27-12-2023
19357,Mandya,Nagamangala,Tomato,Tomato,FAQ,3600,3600,3600,13-08-2023
19358,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,19-04-2020
19359,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,26-04-2020
19360,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,06-05-2020
19361,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,13-04-2020
19362,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,15-11-2020
19363,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,900,700,08-04-2020
19364,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,09-04-2020
19365,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,31-12-2020
19366,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,03-01-2021
19367,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,18-06-2020
19368,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1550,15-08-2020
19369,Mysore,Nanjangud,Tomato,Tomato,FAQ,1515,1587,1515,20-12-2024
19370,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2300,2150,24-06-2020
19371,Mysore,Nanjangud,Tomato,Tomato,FAQ,2200,2400,2300,06-09-2020
19372,Mysore,Nanjangud,Tomato,Tomato,FAQ,2380,2777,2564,01-03-2025
19373,Mysore,Nanjangud,Tomato,Tomato,FAQ,2800,3000,2900,31-08-2020
19374,Bangalore,Ramanagara,Tomato,Hybrid,FAQ,500,800,650,19-04-2020
19375,Bangalore,Ramanagara,Tomato,Tomato,FAQ,300,700,500,27-03-2023
19376,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,04-04-2021
19377,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,06-04-2021
19378,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,13-05-2021
19379,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,15-03-2025
19380,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,19-02-2022
19381,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,24-09-2018
19382,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,25-02-2022
19383,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,26-02-2022
19384,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,700,500,01-05-2023
19385,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,750,600,29-03-2023
19386,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,800,600,22-09-2023
19387,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,800,600,23-04-2023
19388,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,14-03-2021
19389,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,20-04-2020
19390,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,650,09-09-2023
19391,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,650,11-08-2022
19392,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,650,25-03-2025
19393,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,1000,800,04-04-2022
