Sl No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
23225,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1250,1764,1470,2019-10-28
23226,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1250,5000,2777,2021-11-17
23227,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1457,2857,1904,2020-11-13
23228,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1665,2379,1850,2022-04-25
23229,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1666,4165,2775,2021-12-20
23230,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1785,2955,1831,2020-09-09
23231,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2083,2378,2174,2024-11-14
23232,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2083,3330,2777,2022-06-15
23233,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2083,4163,2777,2022-06-01
23234,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2378,5550,3330,2023-06-30
23235,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2520,2520,2520,2020-10-06
23236,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2776,4165,4162,2022-05-21
23237,Chikmagalur,Kadur,Tomato,Tomato,FAQ,3174,3570,3174,2020-10-01
23238,Chikmagalur,Kadur,Tomato,Tomato,FAQ,4165,8330,5550,2023-08-05
23239,Chikmagalur,Kadur,Tomato,Tomato,FAQ,6407,9090,6944,2023-10-06
23240,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,80,150,100,2022-02-23
23241,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,150,1500,825,2024-12-13
23242,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,200,250,225,2022-01-28
23243,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,200,750,475,2023-10-13
23244,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,350,290,2022-01-25
23245,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,450,400,2021-10-05
23246,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,750,500,2025-04-08
23247,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,750,500,2025-01-09
23248,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,750,500,2025-02-24
23249,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1000,625,2024-03-02
23250,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1000,625,2023-10-03
23251,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1000,625,2024-03-19
23252,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,300,1100,700,2024-02-23
23253,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,2000,1200,2023-11-07
23254,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,750,625,2025-01-07
23255,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,900,750,2023-01-07
23256,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,1000,750,2025-04-28
23257,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,1400,950,2024-02-14
23258,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,1750,1125,2024-08-14
23259,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,3000,1750,2024-05-25
23260,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,5000,2750,2024-07-02
23261,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,520,890,700,2023-01-05
23262,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,600,800,700,2025-05-24
23263,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,600,800,700,2021-12-29
23264,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,700,1500,1000,2023-04-27
23265,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1000,900,2021-12-02
23266,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1200,950,2022-12-30
23267,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1400,1200,2023-02-09
23268,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1500,1200,2023-04-24
23269,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1800,1600,2022-04-05
23270,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,1200,1100,2021-11-23
23271,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,4000,2500,2023-08-17
23272,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,4000,2500,2024-06-28
23273,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,4500,2750,2024-09-30
23274,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1500,2500,2000,2022-09-17
23275,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1750,2500,2250,2022-09-28
23276,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,2800,2350,2022-09-22
23277,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,10000,6000,2023-07-28
23278,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2500,3000,2750,2023-03-31
23279,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2600,2850,2700,2022-03-31
23280,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,3000,5000,4000,2022-10-03
23281,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,3200,4210,3550,2023-05-22
23282,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,3500,6500,4500,2022-09-27
23283,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,4000,5200,4680,2022-08-20
23284,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,4500,6850,5900,2023-03-15
23285,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,6000,8500,7000,2022-06-21
23286,Kalburgi,Kalburgi,Tomato,Tomato,Ref grade-2,500,750,625,2025-03-04
23287,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,300,500,400,2021-05-05
23288,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,300,500,400,2021-05-11
23289,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,300,500,400,2021-04-19
23290,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,300,500,400,2021-04-30
23291,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,300,700,500,2023-03-27
23292,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,500,450,2021-05-25
23293,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,600,500,2022-03-09
23294,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,600,500,2021-05-13
23295,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,600,500,2022-03-28
23296,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,600,500,2021-05-28
23297,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,750,500,2021-06-09
23298,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,800,600,2023-04-19
23299,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,400,800,600,2022-07-21
23300,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,700,600,2020-05-10
23301,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,800,700,2020-05-19
23302,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,900,700,2022-08-17
23303,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,900,800,2023-09-19
23304,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,700,2022-12-07
23305,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,750,2022-07-15
23306,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,800,2024-03-01
23307,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,800,2022-02-03
23308,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,800,2022-08-18
23309,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,500,1000,800,2022-11-19
23310,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,800,700,2019-04-11
23311,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,800,700,2019-04-23
23312,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,800,700,2019-02-27
23313,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,1000,900,2020-04-14
23314,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,1200,1000,2024-02-22
23315,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,600,1250,1000,2024-08-31
23316,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,700,900,800,2018-06-18
23317,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,700,1000,850,2018-11-28
23318,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,700,1100,1000,2021-09-02
23319,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,750,1250,1000,2022-07-11
23320,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,950,900,2021-07-17
23321,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,1100,950,2020-12-23
23322,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,1100,1000,2021-08-13
23323,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,1250,1000,2024-02-21
23324,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,1300,1000,2022-04-06
23325,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,800,1600,1200,2024-02-15
23326,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,900,1100,1000,2021-08-21
23327,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,900,1100,1000,2018-06-23
23328,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,900,1200,1000,2021-08-17
23329,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,900,1300,1100,2020-12-28
23330,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1300,1150,2020-06-16
23331,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1400,1200,2020-06-13
23332,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1500,1250,2022-07-12
23333,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1500,1250,2020-06-15
23334,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1600,1300,2020-06-04
23335,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1600,1300,2024-03-20
23336,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,1800,1400,2025-02-12
23337,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1000,2000,1500,2021-07-28
23338,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1200,1600,1400,2021-06-22
23339,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1300,1700,1500,2020-12-09
23340,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1400,2200,1800,2023-03-01
23341,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2000,1800,2021-09-29
23342,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2200,1800,2022-12-13
23343,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2200,2000,2024-08-01
23344,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2250,2000,2024-02-07
23345,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2500,2000,2023-12-13
23346,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1500,2700,2200,2024-01-05
23347,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1600,2000,1800,2021-02-11
23348,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,1800,2500,2200,2024-02-06
23349,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,2500,2200,2020-06-21
23350,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,2500,2300,2021-02-15
23351,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,2600,2250,2022-09-13
23352,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2022-09-02
23353,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2024-06-07
23354,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2024-05-09
23355,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2024-11-21
23356,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2022-09-23
23357,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3000,2500,2020-08-29
23358,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3500,2800,2021-10-27
23359,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2000,3500,3000,2024-11-26
23360,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2200,2800,2500,2023-06-06
23361,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2500,3500,3000,2024-09-25
23362,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,2500,3500,3000,2024-09-27
23363,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,3000,4000,3500,2024-05-20
23364,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,3000,5000,4000,2022-06-02
23365,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,3500,5500,5000,2021-11-12
23366,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,4000,5000,4500,2024-06-06
23367,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,4000,5000,4700,2024-07-02
23368,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,4000,5500,5000,2021-12-22
23369,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,4500,6500,5000,2021-12-02
23370,Bangalore,Kanakapura,Tomato,Hybrid,FAQ,5000,7000,6000,2021-12-06
23371,Kolar,Kolar,Tomato,Hybrid,FAQ,300,967,633,2018-12-05
23372,Kolar,Kolar,Tomato,Hybrid,FAQ,333,2000,1166,2019-04-17
23373,Kolar,Kolar,Tomato,Hybrid,FAQ,333,2333,1333,2019-04-15
23374,Kolar,Kolar,Tomato,Hybrid,FAQ,334,867,600,2018-11-05
23375,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1000,667,2018-09-08
23376,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1133,733,2018-11-21
23377,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1334,834,2018-06-22
23378,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1667,1000,2019-08-28
23379,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1667,1000,2019-08-30
23380,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1700,1013,2019-01-02
23381,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1734,1034,2018-07-13
23382,Kolar,Kolar,Tomato,Hybrid,FAQ,334,1867,1100,2019-04-04
23383,Kolar,Kolar,Tomato,Hybrid,FAQ,334,2000,1167,2018-07-15
23384,Kolar,Kolar,Tomato,Hybrid,FAQ,334,2067,1200,2019-02-07
23385,Kolar,Kolar,Tomato,Hybrid,FAQ,334,2133,1233,2018-12-31
23386,Kolar,Kolar,Tomato,Hybrid,FAQ,334,2533,1433,2019-08-19
23387,Kolar,Kolar,Tomato,Hybrid,FAQ,400,1667,1034,2018-07-29
23388,Kolar,Kolar,Tomato,Hybrid,FAQ,400,2267,1334,2019-03-30
23389,Kolar,Kolar,Tomato,Hybrid,FAQ,400,2500,1400,2019-06-10
23390,Kolar,Kolar,Tomato,Hybrid,FAQ,434,1634,1034,2018-07-31
23391,Kolar,Kolar,Tomato,Hybrid,FAQ,533,1600,1067,2019-06-21
23392,Kolar,Kolar,Tomato,Hybrid,FAQ,533,2800,1667,2019-05-13
23393,Kolar,Kolar,Tomato,Hybrid,FAQ,533,3000,1767,2019-01-17
23394,Kolar,Kolar,Tomato,Hybrid,FAQ,533,3467,1867,2020-07-04
23395,Kolar,Kolar,Tomato,Hybrid,FAQ,667,3667,2167,2019-05-28
23396,Kolar,Kolar,Tomato,Tomato,FAQ,200,530,360,2021-05-19
23397,Kolar,Kolar,Tomato,Tomato,FAQ,200,2333,953,2019-10-22
23398,Kolar,Kolar,Tomato,Tomato,FAQ,213,547,387,2020-05-11
23399,Kolar,Kolar,Tomato,Tomato,FAQ,233,567,400,2020-05-09
23400,Kolar,Kolar,Tomato,Tomato,FAQ,260,800,460,2021-05-22
23401,Kolar,Kolar,Tomato,Tomato,FAQ,260,1000,560,2021-09-18
23402,Kolar,Kolar,Tomato,Tomato,FAQ,260,1330,560,2021-08-02
23403,Kolar,Kolar,Tomato,Tomato,FAQ,260,1530,530,2021-08-23
23404,Kolar,Kolar,Tomato,Tomato,FAQ,260,1660,600,2021-08-26
23405,Kolar,Kolar,Tomato,Tomato,FAQ,267,800,533,2020-05-25
23406,Kolar,Kolar,Tomato,Tomato,FAQ,270,400,330,2022-03-26
23407,Kolar,Kolar,Tomato,Tomato,FAQ,270,530,400,2022-03-15
23408,Kolar,Kolar,Tomato,Tomato,FAQ,270,1130,670,2022-11-18
23409,Kolar,Kolar,Tomato,Tomato,FAQ,300,500,400,2021-04-18
23410,Kolar,Kolar,Tomato,Tomato,FAQ,300,667,467,2021-04-17
23411,Kolar,Kolar,Tomato,Tomato,FAQ,300,667,467,2020-03-31
23412,Kolar,Kolar,Tomato,Tomato,FAQ,300,670,470,2023-05-04
23413,Kolar,Kolar,Tomato,Tomato,FAQ,300,733,467,2021-04-26
23414,Kolar,Kolar,Tomato,Tomato,FAQ,300,860,460,2025-04-23
23415,Kolar,Kolar,Tomato,Tomato,FAQ,300,860,530,2025-05-08
23416,Kolar,Kolar,Tomato,Tomato,FAQ,300,860,570,2022-03-30
23417,Kolar,Kolar,Tomato,Tomato,FAQ,300,1000,646,2019-12-20
23418,Kolar,Kolar,Tomato,Tomato,FAQ,300,1034,667,2018-08-03
23419,Kolar,Kolar,Tomato,Tomato,FAQ,300,1060,600,2025-03-22
23420,Kolar,Kolar,Tomato,Tomato,FAQ,300,1130,670,2022-11-15
23421,Kolar,Kolar,Tomato,Tomato,FAQ,300,1167,734,2018-08-17
23422,Kolar,Kolar,Tomato,Tomato,FAQ,300,1200,600,2025-01-19
23423,Kolar,Kolar,Tomato,Tomato,FAQ,300,1200,600,2022-11-20
23424,Kolar,Kolar,Tomato,Tomato,FAQ,300,1200,660,2025-02-18
23425,Kolar,Kolar,Tomato,Tomato,FAQ,300,1200,670,2023-05-17
23426,Kolar,Kolar,Tomato,Tomato,FAQ,300,1467,708,2019-12-11
23427,Kolar,Kolar,Tomato,Tomato,FAQ,300,1730,1000,2024-12-28
23428,Kolar,Kolar,Tomato,Tomato,FAQ,300,2000,1200,2024-08-22
23429,Kolar,Kolar,Tomato,Tomato,FAQ,330,800,530,2023-04-12
23430,Kolar,Kolar,Tomato,Tomato,FAQ,330,1000,600,2025-05-12
23431,Kolar,Kolar,Tomato,Tomato,FAQ,330,1130,600,2023-10-20
23432,Kolar,Kolar,Tomato,Tomato,FAQ,330,1130,670,2023-03-17
23433,Kolar,Kolar,Tomato,Tomato,FAQ,330,1270,670,2023-10-19
23434,Kolar,Kolar,Tomato,Tomato,FAQ,330,1330,730,2023-03-18
23435,Kolar,Kolar,Tomato,Tomato,FAQ,330,1330,800,2022-08-26
23436,Kolar,Kolar,Tomato,Tomato,FAQ,330,1330,870,2022-06-30
23437,Kolar,Kolar,Tomato,Tomato,FAQ,330,1400,800,2022-08-24
23438,Kolar,Kolar,Tomato,Tomato,FAQ,330,1530,860,2024-04-19
23439,Kolar,Kolar,Tomato,Tomato,FAQ,330,1670,1000,2023-12-16
23440,Kolar,Kolar,Tomato,Tomato,FAQ,330,1670,1000,2023-12-18
23441,Kolar,Kolar,Tomato,Tomato,FAQ,330,1870,930,2024-02-12
23442,Kolar,Kolar,Tomato,Tomato,FAQ,330,1870,1000,2024-01-16
23443,Kolar,Kolar,Tomato,Tomato,FAQ,330,1870,1070,2024-02-08
23444,Kolar,Kolar,Tomato,Tomato,FAQ,330,1870,1200,2023-12-24
23445,Kolar,Kolar,Tomato,Tomato,FAQ,330,2000,1200,2024-01-28
23446,Kolar,Kolar,Tomato,Tomato,FAQ,330,2330,1000,2023-12-09
23447,Kolar,Kolar,Tomato,Tomato,FAQ,330,2330,1200,2023-12-11
23448,Kolar,Kolar,Tomato,Tomato,FAQ,330,2330,1200,2024-04-22
23449,Kolar,Kolar,Tomato,Tomato,FAQ,330,2330,1260,2024-08-27
23450,Kolar,Kolar,Tomato,Tomato,FAQ,330,2400,1270,2024-02-06
23451,Kolar,Kolar,Tomato,Tomato,FAQ,330,2660,1460,2024-09-12
23452,Kolar,Kolar,Tomato,Tomato,FAQ,330,2670,1200,2022-09-08
23453,Kolar,Kolar,Tomato,Tomato,FAQ,330,2670,1330,2024-08-08
23454,Kolar,Kolar,Tomato,Tomato,FAQ,330,2730,1330,2023-12-04
23455,Kolar,Kolar,Tomato,Tomato,FAQ,330,3000,1060,2021-09-30
23456,Kolar,Kolar,Tomato,Tomato,FAQ,330,3330,1530,2021-10-22
23457,Kolar,Kolar,Tomato,Tomato,FAQ,330,3800,1460,2021-10-13
23458,Kolar,Kolar,Tomato,Tomato,FAQ,330,5000,1930,2021-11-11
23459,Kolar,Kolar,Tomato,Tomato,FAQ,333,800,533,2020-03-09
23460,Kolar,Kolar,Tomato,Tomato,FAQ,333,867,533,2020-03-02
23461,Kolar,Kolar,Tomato,Tomato,FAQ,333,867,600,2020-03-12
23462,Kolar,Kolar,Tomato,Tomato,FAQ,333,1000,633,2021-03-01
23463,Kolar,Kolar,Tomato,Tomato,FAQ,333,1000,667,2020-06-05
23464,Kolar,Kolar,Tomato,Tomato,FAQ,333,1133,667,2021-03-11
23465,Kolar,Kolar,Tomato,Tomato,FAQ,333,1133,667,2020-12-19
23466,Kolar,Kolar,Tomato,Tomato,FAQ,333,1133,667,2020-02-21
23467,Kolar,Kolar,Tomato,Tomato,FAQ,333,1200,767,2020-02-22
23468,Kolar,Kolar,Tomato,Tomato,FAQ,333,1267,733,2021-02-23
23469,Kolar,Kolar,Tomato,Tomato,FAQ,333,1333,720,2020-01-28
23470,Kolar,Kolar,Tomato,Tomato,FAQ,333,1333,786,2019-12-24
23471,Kolar,Kolar,Tomato,Tomato,FAQ,333,1334,785,2019-12-12
23472,Kolar,Kolar,Tomato,Tomato,FAQ,333,1667,1000,2019-03-26
23473,Kolar,Kolar,Tomato,Tomato,FAQ,333,1733,986,2020-01-02
23474,Kolar,Kolar,Tomato,Tomato,FAQ,333,2000,1067,2019-11-08
23475,Kolar,Kolar,Tomato,Tomato,FAQ,333,2267,1333,2019-04-11
23476,Kolar,Kolar,Tomato,Tomato,FAQ,334,800,567,2018-11-06
23477,Kolar,Kolar,Tomato,Tomato,FAQ,334,800,567,2018-08-31
23478,Kolar,Kolar,Tomato,Tomato,FAQ,334,867,600,2018-09-14
23479,Kolar,Kolar,Tomato,Tomato,FAQ,334,933,633,2018-11-28
23480,Kolar,Kolar,Tomato,Tomato,FAQ,334,1000,667,2019-03-09
23481,Kolar,Kolar,Tomato,Tomato,FAQ,334,1067,700,2019-03-06
23482,Kolar,Kolar,Tomato,Tomato,FAQ,334,1134,734,2018-06-16
23483,Kolar,Kolar,Tomato,Tomato,FAQ,334,1200,767,2018-11-23
23484,Kolar,Kolar,Tomato,Tomato,FAQ,334,1534,934,2018-07-27
23485,Kolar,Kolar,Tomato,Tomato,FAQ,334,1667,1000,2018-07-04
23486,Kolar,Kolar,Tomato,Tomato,FAQ,334,1667,1000,2019-03-15
23487,Kolar,Kolar,Tomato,Tomato,FAQ,334,2067,1200,2018-07-07
23488,Kolar,Kolar,Tomato,Tomato,FAQ,334,2334,1334,2018-07-22
23489,Kolar,Kolar,Tomato,Tomato,FAQ,334,2667,1167,2019-11-02
23490,Kolar,Kolar,Tomato,Tomato,FAQ,400,1330,730,2023-01-01
23491,Kolar,Kolar,Tomato,Tomato,FAQ,400,1330,800,2022-07-06
23492,Kolar,Kolar,Tomato,Tomato,FAQ,400,1400,800,2022-08-22
23493,Kolar,Kolar,Tomato,Tomato,FAQ,400,1400,900,2019-03-30
23494,Kolar,Kolar,Tomato,Tomato,FAQ,400,1467,867,2021-01-20
23495,Kolar,Kolar,Tomato,Tomato,FAQ,400,1670,930,2023-02-01
23496,Kolar,Kolar,Tomato,Tomato,FAQ,400,1730,1000,2023-02-27
23497,Kolar,Kolar,Tomato,Tomato,FAQ,400,2000,1200,2023-03-08
23498,Kolar,Kolar,Tomato,Tomato,FAQ,400,2134,1267,2018-07-06
23499,Kolar,Kolar,Tomato,Tomato,FAQ,400,4000,1660,2024-09-26
23500,Kolar,Kolar,Tomato,Tomato,FAQ,400,4330,2000,2024-10-23
23501,Kolar,Kolar,Tomato,Tomato,FAQ,470,3000,1670,2022-09-20
23502,Kolar,Kolar,Tomato,Tomato,FAQ,477,2533,1500,2019-04-13
23503,Kolar,Kolar,Tomato,Tomato,FAQ,500,1233,833,2020-06-01
23504,Kolar,Kolar,Tomato,Tomato,FAQ,530,2200,1270,2023-02-17
23505,Kolar,Kolar,Tomato,Tomato,FAQ,530,2330,1600,2023-08-29
23506,Kolar,Kolar,Tomato,Tomato,FAQ,530,2670,1470,2023-01-19
23507,Kolar,Kolar,Tomato,Tomato,FAQ,530,3000,1470,2022-09-04
23508,Kolar,Kolar,Tomato,Tomato,FAQ,530,3200,1670,2023-11-21
23509,Kolar,Kolar,Tomato,Tomato,FAQ,530,3330,1930,2022-09-19
23510,Kolar,Kolar,Tomato,Tomato,FAQ,530,5000,2670,2024-06-11
23511,Kolar,Kolar,Tomato,Tomato,FAQ,533,1900,1067,2021-01-08
23512,Kolar,Kolar,Tomato,Tomato,FAQ,533,2800,1667,2019-04-18
23513,Kolar,Kolar,Tomato,Tomato,FAQ,533,3333,1800,2020-07-05
23514,Kolar,Kolar,Tomato,Tomato,FAQ,600,3667,1733,2020-07-11
23515,Kolar,Kolar,Tomato,Tomato,FAQ,660,1460,1060,2022-01-15
23516,Kolar,Kolar,Tomato,Tomato,FAQ,660,4660,2130,2024-10-12
23517,Kolar,Kolar,Tomato,Tomato,FAQ,667,2333,1333,2021-02-12
23518,Kolar,Kolar,Tomato,Tomato,FAQ,667,2333,1467,2020-11-21
23519,Kolar,Kolar,Tomato,Tomato,FAQ,667,2667,1600,2020-10-05
23520,Kolar,Kolar,Tomato,Tomato,FAQ,667,2667,1600,2020-11-11
23521,Kolar,Kolar,Tomato,Tomato,FAQ,667,2933,1667,2020-10-25
23522,Kolar,Kolar,Tomato,Tomato,FAQ,667,3000,1600,2020-10-08
23523,Kolar,Kolar,Tomato,Tomato,FAQ,670,2200,1400,2023-06-10
23524,Kolar,Kolar,Tomato,Tomato,FAQ,670,2330,1470,2022-06-29
23525,Kolar,Kolar,Tomato,Tomato,FAQ,670,2330,1600,2023-08-26
23526,Kolar,Kolar,Tomato,Tomato,FAQ,1000,3067,1933,2020-09-30
23527,Kolar,Kolar,Tomato,Tomato,FAQ,1000,4000,2000,2021-12-16
23528,Kolar,Kolar,Tomato,Tomato,FAQ,1330,2660,1860,2022-01-10
23529,Kolar,Kolar,Tomato,Tomato,FAQ,1330,3000,2330,2022-06-26
23530,Kolar,Kolar,Tomato,Tomato,FAQ,1330,4870,2800,2022-05-10
23531,Kolar,Kolar,Tomato,Tomato,FAQ,1330,7330,4000,2021-11-22
23532,Kolar,Kolar,Tomato,Tomato,FAQ,1333,4000,2133,2020-09-01
23533,Kolar,Kolar,Tomato,Tomato,FAQ,2000,5330,3330,2023-08-10
23534,Kolar,Kolar,Tomato,Tomato,FAQ,2330,9330,4670,2023-07-09
23535,Kolar,Kolar,Tomato,Tomato,FAQ,2667,6667,4667,2024-06-18
23536,Kolar,Kolar,Tomato,Tomato,FAQ,2667,7000,4834,2024-06-20
23537,Kolar,Kolar,Tomato,Tomato,FAQ,3330,9330,6000,2023-07-21
